Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2023-03-08,4.69184,4.70538,4.67155,4.68359
2023-03-09,4.68367,4.6935,4.67641,4.69154
2023-03-10,4.68878,4.69241,4.6715,4.67914
2023-03-13,4.68136,4.70445,4.66799,4.68099
2023-03-14,4.68099,4.70834,4.67863,4.70684
2023-03-15,4.70737,4.71846,4.68347,4.70256
2023-03-16,4.70269,4.71867,4.68673,4.69855
2023-03-17,4.69854,4.71024,4.69007,4.70318
2023-03-20,4.70302,4.72006,4.70075,4.70469
2023-03-21,4.70478,4.70993,4.67919,4.68591
2023-03-22,4.68595,4.69462,4.67926,4.68561
2023-03-23,4.68566,4.68876,4.67474,4.68362
2023-03-24,4.6831,4.69878,4.67857,4.68869
2023-03-27,4.68691,4.69322,4.68067,4.68589
2023-03-28,4.68571,4.6891,4.67506,4.67756
2023-03-29,4.67791,4.68995,4.67377,4.68798
2023-03-30,4.68805,4.69045,4.67308,4.6766
2023-03-31,4.6757,4.68323,4.66798,4.67907
2023-04-03,4.67648,4.68649,4.66775,4.67364
2023-04-04,4.67346,4.68209,4.66799,4.67862
2023-04-05,4.67809,4.69288,4.67355,4.68631
2023-04-06,4.68599,4.69434,4.68237,4.68598
2023-04-10,4.68108,4.69182,4.67605,4.68698
2023-04-11,4.68733,4.69253,4.66547,4.66718
2023-04-12,4.66706,4.6748,4.65041,4.65322
2023-04-13,4.65156,4.65561,4.63092,4.63867
2023-04-14,4.63918,4.65848,4.63333,4.64432
2023-04-17,4.64272,4.64507,4.62568,4.6313
2023-04-18,4.62964,4.63426,4.61587,4.62441
2023-04-19,4.62407,4.64893,4.61236,4.61936
2023-04-20,4.61862,4.62339,4.59641,4.59906
2023-04-21,4.59939,4.61407,4.59652,4.61272
2023-04-24,4.61292,4.61622,4.59683,4.6008
2023-04-25,4.60255,4.60526,4.58392,4.59292
2023-04-26,4.5929,4.60078,4.57591,4.58622
2023-04-27,4.586,4.59714,4.57139,4.5774
2023-04-28,4.57664,4.59207,4.57306,4.58643
2023-05-01,4.58512,4.61518,4.58414,4.60622
2023-05-02,4.60386,4.60644,4.56538,4.57906
2023-05-03,4.57852,4.59259,4.57128,4.58597
2023-05-04,4.58611,4.59195,4.58082,4.58912
2023-05-05,4.58913,4.59493,4.57118,4.57191
2023-05-08,4.5767,4.58075,4.55868,4.56102
2023-05-09,4.56069,4.57287,4.55031,4.55169
2023-05-10,4.55091,4.55516,4.51554,4.52049
2023-05-11,4.52042,4.54514,4.51629,4.53898
2023-05-12,4.53913,4.54718,4.5152,4.51898
2023-05-15,4.51714,4.52279,4.50128,4.50578
2023-05-16,4.50588,4.50972,4.48257,4.48628
2023-05-17,4.4858,4.52364,4.47925,4.52028
2023-05-18,4.52008,4.55477,4.51332,4.54888
2023-05-19,4.55001,4.55025,4.51529,4.54025
2023-05-22,4.54228,4.54653,4.49648,4.50406
2023-05-23,4.50416,4.50825,4.47901,4.49009
2023-05-24,4.49042,4.51251,4.47731,4.5001
2023-05-25,4.49948,4.51397,4.4979,4.50382
2023-05-26,4.50354,4.54266,4.49583,4.53139
2023-05-29,4.52631,4.53145,4.51218,4.52024
2023-05-30,4.51964,4.54051,4.51229,4.53298
2023-05-31,4.53146,4.5468,4.52397,4.5318
2023-06-01,4.5319,4.54759,4.51386,4.52082
2023-06-02,4.52141,4.52224,4.48773,4.48925
2023-06-05,4.49296,4.49652,4.46982,4.4782
2023-06-06,4.47822,4.4934,4.47331,4.47886
2023-06-07,4.47966,4.48826,4.46742,4.48493
2023-06-08,4.48537,4.4988,4.47002,4.47317
2023-06-09,4.47191,4.47535,4.43494,4.43935
2023-06-12,4.44443,4.44877,4.43102,4.44639
2023-06-13,4.44633,4.48941,4.44522,4.4824
2023-06-14,4.4824,4.49001,4.44213,4.4461
2023-06-15,4.44468,4.47723,4.44365,4.45542
2023-06-16,4.45538,4.47347,4.44304,4.46445
2023-06-19,4.46492,4.4736,4.44425,4.44845
2023-06-20,4.4485,4.45947,4.43601,4.44441
2023-06-21,4.44465,4.45018,4.43193,4.43427
2023-06-22,4.4344,4.43957,4.41962,4.42689
2023-06-23,4.42682,4.44015,4.42216,4.4385
2023-06-26,4.44125,4.44542,4.42796,4.43813
2023-06-27,4.43799,4.45524,4.42351,4.45022
2023-06-28,4.45027,4.49094,4.44569,4.48053
2023-06-29,4.47952,4.4819,4.43594,4.44705
2023-06-30,4.44705,4.46034,4.43153,4.43627
2023-07-03,4.43622,4.44544,4.42944,4.43676
2023-07-04,4.43694,4.4379,4.41414,4.43711
2023-07-05,4.43689,4.47025,4.42779,4.46418
2023-07-06,4.46418,4.50424,4.4595,4.48883
2023-07-07,4.48706,4.49339,4.44994,4.45368
2023-07-10,4.45547,4.46451,4.44066,4.44405
2023-07-11,4.44358,4.4616,4.43386,4.43817
2023-07-12,4.43745,4.45265,4.43368,4.44123
2023-07-13,4.44196,4.45254,4.4272,4.44658
2023-07-14,4.44592,4.46938,4.44421,4.45411
2023-07-17,4.45498,4.45886,4.43482,4.44308
2023-07-18,4.44307,4.45393,4.43112,4.44971
2023-07-19,4.44895,4.45873,4.43745,4.45024
2023-07-20,4.44999,4.45798,4.43697,4.45203
2023-07-21,4.45199,4.46682,4.4422,4.46186
2023-07-24,4.4629,4.46795,4.44238,4.44687
2023-07-25,4.44714,4.45394,4.42382,4.43377
2023-07-26,4.43352,4.43928,4.41593,4.42638
2023-07-27,4.42646,4.43078,4.41154,4.42118
2023-07-28,4.4206,4.43385,4.4056,4.41145
2023-07-31,4.41384,4.41515,4.39833,4.40374
2023-08-01,4.40385,4.44965,4.40176,4.44369
2023-08-02,4.44194,4.46135,4.43704,4.44669
2023-08-03,4.44647,4.47243,4.43742,4.45488
2023-08-04,4.45524,4.46792,4.43044,4.43356
2023-08-07,4.44229,4.44263,4.41172,4.42364
2023-08-08,4.42336,4.46733,4.42334,4.45289
2023-08-09,4.45261,4.47371,4.44861,4.46673
2023-08-10,4.4666,4.47382,4.43984,4.44713
2023-08-11,4.44655,4.45951,4.42563,4.43313
2023-08-14,4.43847,4.45916,4.42892,4.44775
2023-08-15,4.44747,4.49674,4.44694,4.47486
2023-08-16,4.4739,4.47861,4.44659,4.4677
2023-08-17,4.46756,4.47826,4.46133,4.46812
2023-08-18,4.46828,4.48864,4.4577,4.45945
2023-08-21,4.46109,4.48349,4.45545,4.47651
2023-08-22,4.47641,4.47791,4.45772,4.4692
2023-08-23,4.4692,4.48588,4.462,4.46654
2023-08-24,4.46672,4.48286,4.46442,4.47948
2023-08-25,4.47966,4.47984,4.45819,4.4689
2023-08-28,4.46565,4.4809,4.46208,4.47018
2023-08-29,4.4704,4.47466,4.46268,4.4652
2023-08-30,4.46521,4.47979,4.46234,4.46742
2023-08-31,4.46653,4.47975,4.46292,4.47045
2023-09-01,4.46887,4.47728,4.46408,4.46716
2023-09-04,4.46569,4.47619,4.46227,4.47335
2023-09-05,4.47367,4.49866,4.4681,4.49131
2023-09-06,4.49092,4.58791,4.48997,4.56888
2023-09-07,4.56968,4.63065,4.56722,4.62534
2023-09-08,4.62629,4.62808,4.59524,4.61809
2023-09-11,4.61716,4.65098,4.60632,4.63878
2023-09-12,4.63931,4.69663,4.63591,4.66104
2023-09-13,4.66091,4.67679,4.60669,4.62655
2023-09-14,4.62634,4.64171,4.62052,4.63359
2023-09-15,4.63376,4.64586,4.62915,4.64571
2023-09-18,4.63854,4.64745,4.6349,4.63841
2023-09-19,4.63797,4.6623,4.63797,4.65675
2023-09-20,4.65682,4.67676,4.6083,4.62127
2023-09-21,4.62105,4.64073,4.60968,4.61416
2023-09-22,4.61457,4.61673,4.58429,4.60282
2023-09-25,4.60716,4.60962,4.58308,4.60727
2023-09-26,4.60729,4.61584,4.59845,4.60518
2023-09-27,4.60519,4.64046,4.59049,4.63325
2023-09-28,4.63295,4.64402,4.62003,4.6377
2023-09-29,4.63752,4.64175,4.61662,4.61787
2023-10-02,4.61861,4.62674,4.60474,4.61524
2023-10-03,4.61511,4.63353,4.60735,4.62717
2023-10-04,4.62651,4.64947,4.59083,4.6046
2023-10-05,4.60481,4.61119,4.58544,4.60014
2023-10-06,4.60093,4.60738,4.57417,4.57639
2023-10-09,4.57909,4.58894,4.5572,4.56548
2023-10-10,4.56547,4.57074,4.53285,4.53721
2023-10-11,4.5359,4.54176,4.5127,4.52735
2023-10-12,4.52778,4.54114,4.5204,4.5357
2023-10-13,4.53803,4.55326,4.51969,4.53296
2023-10-16,4.46886,4.50571,4.44291,4.45322
2023-10-17,4.45172,4.46113,4.40971,4.42284
2023-10-18,4.42235,4.45964,4.41999,4.45613
2023-10-19,4.45667,4.46559,4.44134,4.4556
2023-10-20,4.45478,4.46985,4.44826,4.46275
2023-10-23,4.45783,4.46999,4.45179,4.46116
2023-10-24,4.46144,4.47012,4.45548,4.46209
2023-10-25,4.4623,4.49006,4.46049,4.47559
2023-10-26,4.47561,4.48268,4.44544,4.45612
2023-10-27,4.45639,4.47985,4.44989,4.46538
2023-10-30,4.46417,4.46776,4.44533,4.44725
2023-10-31,4.4472,4.45852,4.43858,4.45689
2023-11-01,4.45704,4.48028,4.45272,4.46838
2023-11-02,4.46841,4.47103,4.44206,4.4464
2023-11-03,4.4464,4.46384,4.43745,4.45844
2023-11-06,4.45746,4.46815,4.45113,4.45743
2023-11-07,4.45792,4.46541,4.44714,4.45856
2023-11-08,4.45867,4.47199,4.427,4.4436
2023-11-09,4.44139,4.45913,4.4229,4.43267
2023-11-10,4.43433,4.44124,4.415,4.4275
2023-11-13,4.42711,4.43764,4.42273,4.42785
2023-11-14,4.42793,4.4299,4.39557,4.39784
2023-11-15,4.39856,4.40453,4.38286,4.38964
2023-11-16,4.39001,4.40854,4.3633,4.37818
2023-11-17,4.37808,4.39385,4.36568,4.38524
2023-11-20,4.38747,4.38974,4.34725,4.35122
2023-11-21,4.35359,4.38018,4.34105,4.37133
2023-11-22,4.37121,4.38262,4.36024,4.36476
2023-11-23,4.3656,4.37534,4.35657,4.3688
2023-11-24,4.36886,4.37606,4.35761,4.36818
2023-11-27,4.36731,4.37198,4.34295,4.34958
2023-11-28,4.34934,4.3555,4.31703,4.3215
2023-11-29,4.32132,4.34697,4.31802,4.34327
2023-11-30,4.34406,4.36654,4.3334,4.35274
2023-12-01,4.35246,4.36717,4.32019,4.32312
2023-12-04,4.33099,4.34284,4.32483,4.33115
2023-12-05,4.33116,4.3359,4.31647,4.3232
2023-12-06,4.3228,4.34115,4.31874,4.32977
2023-12-07,4.32961,4.33856,4.3238,4.33176
2023-12-08,4.33179,4.33894,4.32566,4.33773
2023-12-11,4.33112,4.34409,4.32704,4.33554
2023-12-12,4.33594,4.34488,4.32598,4.32867
2023-12-13,4.32877,4.332,4.2928,4.30302
2023-12-14,4.30276,4.32347,4.29406,4.31139
2023-12-15,4.31042,4.33477,4.3038,4.33437
2023-12-18,4.32451,4.35287,4.32047,4.32372
2023-12-19,4.32353,4.34543,4.31958,4.32453
2023-12-20,4.32428,4.34834,4.32412,4.3436
2023-12-21,4.34375,4.3466,4.32509,4.33031
2023-12-22,4.32905,4.34653,4.32494,4.33601
2023-12-26,4.3397,4.34746,4.32535,4.33007
2023-12-27,4.33032,4.33683,4.31767,4.31951
2023-12-28,4.31955,4.34416,4.31955,4.33513
2023-12-29,4.33655,4.3496,4.33297,4.34371
2024-01-02,4.34377,4.37199,4.33734,4.37027
2024-01-03,4.37018,4.37459,4.3487,4.35434
2024-01-04,4.35397,4.3555,4.34141,4.34712
2024-01-05,4.34693,4.36383,4.33997,4.35146
2024-01-08,4.34713,4.35963,4.33104,4.33423
2024-01-09,4.33624,4.35235,4.3312,4.34665
2024-01-10,4.34598,4.35085,4.33514,4.33703
2024-01-11,4.33707,4.35889,4.33309,4.35231
2024-01-12,4.3527,4.36492,4.34812,4.35942
2024-01-15,4.35621,4.37789,4.35391,4.37018
2024-01-16,4.37024,4.39714,4.36982,4.39042
2024-01-17,4.39055,4.41251,4.3839,4.39394
2024-01-18,4.39414,4.41051,4.3842,4.38601
2024-01-19,4.38662,4.39375,4.35139,4.35324
2024-01-22,4.35677,4.36449,4.3447,4.36342
2024-01-23,4.36164,4.39338,4.35563,4.39058
2024-01-24,4.39104,4.39293,4.36871,4.38034
2024-01-25,4.38206,4.38267,4.36992,4.37386
2024-01-26,4.37422,4.38156,4.36484,4.36894
2024-01-29,4.36933,4.37366,4.3614,4.36678
2024-01-30,4.36655,4.37484,4.3466,4.35111
2024-01-31,4.35164,4.35792,4.32497,4.32943
2024-02-01,4.32938,4.34322,4.30683,4.31583
2024-02-02,4.31585,4.32989,4.30974,4.31565
2024-02-05,4.31598,4.34675,4.31376,4.34059
2024-02-06,4.34031,4.35392,4.33029,4.35023
2024-02-07,4.34851,4.35676,4.33799,4.34164
2024-02-08,4.34153,4.34692,4.30896,4.32713
2024-02-09,4.32631,4.33107,4.31063,4.32617
2024-02-12,4.32558,4.33167,4.30892,4.30895
2024-02-13,4.30771,4.34361,4.30771,4.33304
2024-02-14,4.33423,4.35087,4.33364,4.3414
2024-02-15,4.34046,4.34853,4.33642,4.34276
2024-02-16,4.34324,4.34869,4.33311,4.34037
2024-02-19,4.33494,4.34304,4.32278,4.32691
2024-02-20,4.32692,4.3338,4.31383,4.3166
2024-02-21,4.31669,4.33015,4.30981,4.31736
2024-02-22,4.31737,4.32735,4.31043,4.32249
2024-02-23,4.32329,4.33699,4.3046,4.30526
2024-02-26,4.31804,4.32371,4.30259,4.30922
2024-02-27,4.30941,4.31745,4.29789,4.30745
2024-02-28,4.30753,4.32352,4.29424,4.32058
2024-02-29,4.32078,4.32715,4.31425,4.31526
2024-03-01,4.31542,4.32262,4.31377,4.31522
2024-03-04,4.31883,4.32778,4.31464,4.32128
2024-03-05,4.3221,4.32783,4.30913,4.31289
2024-03-06,4.31248,4.3168,4.29383,4.29924
2024-03-07,4.29932,4.30906,4.29728,4.30017
2024-03-08,4.30028,4.31258,4.29507,4.30165
